labelpredict	labelreal	review
3	3	We may use the data to fulfill your requests for services and information
3	0	For example, using your contact information to respond to your customer service requests, or to enable registration for one of our conferences.
3	3	We use data we collect to send email newsletters, or information about conferences and TED events (if you have opted in for this information).
3	3	 We may also use the data to send you email communications, such as information about your account or updates to the site.
3	3	We may use the data to prevent illegal activities, to enforce the TED.com Terms of Use, or as otherwise required by law.
0	3	TED connects Google Analytics client ID data with TED user ID data so that we can create a more personalized experience for users, even when not logged in.
3	3	In order to help TED better market on third party platforms, TED works with third parties to collect information about your use of our website so that TED can provide advertising about TED¡¯s offerings (such as products and services) tailored to your interests, including free educational resources and content recommendations.
0	0	 That advertising may appear either on our website, on our apps, or on other websites.
3	0	In addition to the uses identified above,
3	3	 we may use your personal information for any other purposes disclosed to you at the time we collect your data or pursuant to your consent, such as applications for various TED programs, nomination forms and requests submitted by users including as defined below.
0	0	TED processes information differently depending on how a user submits the information through our TED Sites
0	4	For questions, please email privacy@ted.com
0	3	TED collects and processes personal information to:
3	0	communicate with all selected participants
0	0	work with the organizations and affiliated partners of TED to develop ideas and proposals related to The Audacious Project
0	3	TED collects and processes personal information to:
0	0	evaluate all requests made via the Media Licensing Request form
0	3	collect information and data regarding our license usage, permissions and scope of requests
0	0	TED collects and processes information to:
0	0	evaluate the application for participating in a current or future show
0	3	contact a participant if they are selected
0	0	if they are not selected, store the information provided for a future season of the show
0	3	TED collects and processes personal information to:
0	0	evaluate the application for attending a TED conference or events
0	0	process payment through our third party vendors that manage secure payment processing on TED¡¯s behalf
3	0	manage the information required for planning and running events, including exhibits, activities, parties and meals
0	3	communicate to registrants regarding notifications, newsletters, updates, and information pertaining to their application or future TED events
0	3	TED collects and processes personal information to:
3	0	manage and evaluate TED-Ed Club applications to organize a TED-Ed Club
0	0	connect with TED-Ed Club leaders to discuss and celebrate creative ideas, including the curriculum related to TED-Ed Clubs
0	0	access and review videos of students uploaded to the TED-Ed Clubs YouTube channel which is unlisted and only posted with specific permission
3	0	save lesson progress and answers when completing activities on any TED-Ed lesson
0	3	TED collects and processes personal information to:
3	0	evaluate applications for individuals that want to volunteer to translate and/or review TED talks in multiple languages
3	3	manage and communicate with selected volunteers once applicants are selected
0	3	TED collects and processes personal information to:
0	0	contact individuals for further information if needed
0	3	store information on file in case it is needed in the future
0	3	TED collects and processes personal information to:
3	0	evaluate applications for the program and share this with selected contractors and individuals that help us with the overall process
3	0	communicate with applicants in the event they are selected for the program
0	3	store information on file in case it is needed in the future
0	3	TED collects and processes personal information to:
0	0	communicate with applicants in the event they are selected for an interview or requested further information
0	3	store information on file in case it is needed in the future
0	3	TED collects and processes personal information to:
0	0	review TEDx organizer applications to organize an independent TEDx event
0	0	communicate to TEDx organizers once selected regarding obligations, logistics, education, brand approvals, and other relevant TEDx license information
0	0	review and post TEDx videos via our TEDx YouTube channel (speaker names, talk titles, video recordings), and/or the TED.com homepage
0	0	distribute questionnaires and collect survey responses at TEDx events
0	0	share this information with third party partners to assist TED in storing information organizing the data, and/or connecting TED to platforms to share content
0	0	As of May 25, 2018, a new privacy law, the General Data Protection Regulation (¡°GDPR?? goes into effect
0	0	As a result, TED has implemented a number of updates in various areas across our organization to ensure we comply with the intent and spirit of the law.
0	0	Here is a summary of updates TED has implemented
0	0	added more details to our privacy policy with respect to how TED processes, stores and manages your data.
0	0	notified users on our TED Sites that we have updated our privacy policy and terms of use through a banner, in order to help our users understand the new changes.
0	0	added consent options where users submit their personal information to ensure they are aware and agree to submitting their information prior to completing a form.
0	0	updated our vendor agreements with those third parties that manage data as a data processor on our behalf, to ensure they have appropriate safeguards in place to process, manage and secure data as required.
0	0	implemented new disclosures on all our forms where users submit their data so that users are aware of how TED processes their information.
0	0	modified our internal processes to ensure we have a way to contact users in the event that there is a breach in data storage of your personal information.
0	0	created a new way for users to reach out to privacy@ted.com about any privacy issues, such as questions or requests for modifications including deactivation of any account.
0	0	As a result of GDPR, TED has made updates to various parts of our organization to ensure we comply with the spirit and intent of the law and enhance our privacy practices.
0	0	Steps we take to protect your privacy
0	0	To protect and prevent unauthorized access to your personal information, maintain data accuracy, prevent accidental loss, destruction, damage or theft of data, TED implements and maintains security and organizational measures with commercially reasonable physical, technical and administrative controls
0	0	Please note that no method of transmission over the Internet is 100% secure.
0	0	Remember, when visiting a third-party site from TED.com, we do not control the privacy policies of other parties, so please check before browsing on those sites to ensure you agree with their terms.
0	0	We do not knowingly collect personal information from children under 13 without verifiable parental consent
0	0	If we learn that we have collected any personal information from a child under the age of 13 or under the age of 16 from the European Union without verifiable parental consent, we will delete it from our database as quickly as possible
4	4	If you believe that we may have collected information from a child under age, please contact us at privacy@ted.com
0	0	This privacy policy may be updated from time to time, and when the policy is updated, the version date will appear at the top of this privacy policy
2	0	If we make material changes, you will be notified here for a period of 30 - 60 days based on our last update
0	0	As of July 2016, we added information to our privacy policy to define cookies and outline how we use this data to optimize our website based on your preferences, and made a change to our policy update section
0	0	As of May 2018, we added information to our privacy policy based on new requirements from GDPR, including more details pertaining to: what type of personal information TED collects, how TED uses this information and a process in which users can update their information
0	0	As of February, 2019, we added details on how TED uses cookies to help TED with targeted marketing on third party platforms, such as Facebook, as well as information on how to deactivate cookies when browsing the TED website based on industry tools and sites that help you personalize your settings with respect to cookies and advertising.
0	0	Deactivating your account and managing privacy settings
6	0	You can request that your account be deactivated at any time by contacting us
0	0	When your account is deactivated, your user profile and all public activities (such as comments) will be hidden
0	0	You can also manage who can view your TED.com profile activity in the Privacy tab of your profile's account settings
0	0	To unsubscribe from our newsletters, click on the link at the bottom of a newsletter you have received, or you can manage your subscriptions from your TED.com profile
0	0	For any other changes regarding your personal data, please contact privacy@ted.com with your request and we will respond to you promptly.
0	0	Deactivating target advertising
0	0	If you wish to opt out of advertising based on your browsing activities, interests and geographic location, you can opt to only receive generic advertising; for more information, please visit http://preferences-mgr.truste.com/.
0	0	To learn more about targeted advertising, please refer to the Digital Advertising Alliance on how you may opt out: http://www.aboutads.info/PMC; and/or Facebook to learn more about cookies when you are on their site: https://www.facebook.com/policy/cookies/.
0	0	Ways to get TED
0	0	More ways to get TED
3	0	Want personalized recommendations?
0	0	Join TED Recommends and get the perfect ideas selected just for you.
0	0	All rights reserved.
