labelpredict	labelreal	review
3	2	We will also store and use the information as long as we are required by any law that is applicable to us.
0	0	 Please, be aware that the above applies including in case where you decide to delete your account with Tactile, or we delete your account in accordance with our User Terms.
3	0	    6 Legal grounds for collecting and processing the information
3	0	We collect and process your information lawfully, according to the EU personal data protection law, including the GDPR
0	3	We use one or more of the following legal grounds to justify the collecting and processing of your information:
0	0	¡¤         Your consent: this is the legal ground for example in cases such as when you access, install and use any of our Services, or when you consent to cookies or receiving marketing and advertising materials
0	0	The way to withdraw your consent in the applicable cases is described at the relevant places in this Privacy Policy.
0	0	¡¤         It is necessary for the performance of a contract to which you are a party or in order to take steps at your request prior to entering into a contract: this is the legal ground for example in cases such as when the data is collected in order for us to deliver you the Services you have requested.
3	0	¡¤         It is necessary for the purposes of the legitimate interests pursued by us or by our trusted partners: this is the legal ground for example in cases such as when the data is used for marketing and advertising purposes, for keeping statistics, for analytics, fixing technical problems, optimizing and developing our Services, etc.
0	0	¡¤         It is necessary for compliance with a legal obligation to which we are subject: this is the legal ground in cases such as when the personal information is needed so that we can comply with legal obligations such as keeping accounting and tax records, etc.
0	8	If your information is collected and processed based solely on your consent, you may at any time withdraw your consent by contacting us using the contact information below.
0	8	Your information will not be shared and disclosed, unless we have obtained your consent to do so, or when it¡¯s necessary in order to provide you with our Services, or to carry out requests on your behalf, or when it is permitted or required by the applicable law.
0	0	 Without prejudice to the above, we may share information about you with other players, including requests to join multi-player games, and on leaderboards
0	0	We may also share information about you with our trusted partners and other service providers who need access to such information to carry out work on our behalf, including vendors and consultants.
0	0	In connection with, or during negotiations of, any merger, sale of company assets, financing or acquisition of all or a portion of our business to another company we may share information about you to the extent permitted by applicable law.
0	0	  7.3 Government requests etc.
0	0	If a government or other public authority requests information about you and we believe disclosure is in accordance with or required by applicable law we may share information about you with such government
0	0	If private persons or entities request information about you and we believe we are required by applicable law, we may share information about you with such private persons or entities.
0	0	With your consent or at your direction we may share information about you in other ways than described above.
0	0	We may also share information about you together with information about many other users so that it cannot reasonably be used to identify you.
0	0	We allow some third parties to serve advertisements and some third parties to provide analytics services in connection with our Services
0	0	These entities usually use cookies, web beacons and other technologies to collect information about your use of our Services, including the above-mentioned technologies
3	0	This information may be used by Tactile and others to track and analyze data, assess the popularity of certain content, deliver advertisements and deliver content targeted to you and your interests
0	0	By installing, accessing and using our Services you consent to such use of your data
0	0	For further information, including information on how to opt out, please see section 3.1.
0	0	Our Services may also have third party application program interfaces (also called APIs) integrated that allow third parties to collect and process information about you, including your geo-location information
0	0	This allows the third party and/or us to provide you with tailored advertisements and promotions
7	0	You can control the collection of your geo-location information at all times
0	0	We don¡¯t allow third parties to access this information without you opting-in
0	0	You may disable location-based services at any time by adjusting the settings of your tablet or mobile device.
0	0	Many of our Services offer social sharing features and other tools integrated in the Services
0	0	One example is the Facebook Share button that allows you share actions you take on our Services with other media, and vice versa
1	0	When using such features information about you is shared with your friends or with the public, depending on your Facebook settings or the settings on the other social media that provides the social sharing feature
0	0	You can obtain more information about this by reading the privacy policies of the social media that provide these features
0	0	For Facebook, you find your privacy settings here https://www.facebook.com/settings?tab=privacy  and the data policy here https://www.facebook.com/full_data_use_policy.
0	0	    8 Cookies and other technologies for tracking
0	0	Cookies, ad-identifiers, web beacons and other similar tracking technologies are used by us to deliver our Services to you and to provide you with the best experience when using our Services
3	0	These technologies collect data from your device and allow us and our partners to recognize you and your device, to provide personalized features and targeted advertising and to understand how you use and interact with our Services and to keep statistics.
0	0	If you want to prevent us from using such tracking technologies, you can do so by changing the settings of your device.
3	0	We use different types of cookies such as necessary, functional, statistics and marketing cookies
0	0	Almost all browsers are set to accept cookies by default but you can choose to set your browser to remove or reject cookies in the settings of your browser
0	0	In different browsers you find the settings in different places
0	0	Please remember that if you change the cookie settings by removing or rejecting cookies, this could affect the functionality of certain features and even cause our Services not to work properly
0	0	Your browser probably allows you to delete one cookie at a time or all cookies altogether
0	0	Follow the links below for instructions on how to manage cookies in your browser.
0	0	Flash cookies (apply to all browsers)
0	0	We hereby notify you that we use some trusted third party¡¯s cookies as a part of delivering our Services
0	0	These cookies are governed by the respective trusted third party and are not under our control.
10	0	You, as a data subject, have certain rights in relation with how your personal information is being processed by us
0	0	You may exercise your right at any time by contacting us.
9	0	Your rights, as a data subjects, are the following:
5	0	Right of access: You have the right to receive confirmation from us whether any personal data related to you is processed and, if this is the case, you have the right to access the personal data and receive information of how it is being processed
0	0	You should be aware that in the event such request is filed, we reserve the right to ask you for a suitable evidence to verify your identity as a data subject
0	0	Further, we may not provide you with the entire information you ask us about in case it includes personal data of other data subject/s
0	0	We undertake that we respond to such requests within 2 weeks of the verification of your identity.
6	5	Right of rectification: You have the right to obtain from us without undue delay the rectification of inaccurate personal data concerning you
6	5	Taking into account the purposes of the processing, you have the right to have incomplete personal data completed, including by means of providing a supplementary statement
4	5	If you realize that the personal information about you which we store is incorrect or incomplete, please contact us using the contact information below.
0	0	 We undertake that we correct the information or make it complete as soon as possible.
6	6	Right to be forgotten: In certain circumstances you may request the erasure of your personal data
4	6	If you want any information about you which we store to be erased, please contact us using the contact information below
0	6	You should be aware that in such case you must uninstall and delete our Services from your device, delete the cookies from your device and stop using our Services.
0	0	 Please note that we might still keep some information about you (in anonymized form or not) if we are required to do so by law for purposes such as accounting, protecting and enforcing our or third-party legal rights, making marketing suppression lists
0	0	In some cases, we might not be able to completely erase the information which is cached on other¡¯s players devices.
7	7	Right of restriction of processing of the personal data: In certain circumstances, such as if you contest the accuracy of your personal data or have objected to our legitimate purpose for processing your personal data, you may request that we restrict the processing of your personal data
0	0	Please note that you may do so for a period enabling us to verify the accuracy of the personal data or until it is established whether our legitimate grounds override yours.
9	0	Right to data portability: In certain circumstances, you may request to receive a complete and machine-readable copy of your personal information that we hold and transfer it to another data controller.
8	8	Right to object to processing of personal data: In certain circumstances, such as if you have doubts about our legitimate interest in processing of your personal data, you have the right to object to such processing
0	0	Please note, that you can always opt out of receiving promotional communications from Tactile
4	0	You do that by following the instructions in the promotions or by contacting us using the contact information below
0	0	If you opt out of receiving promotions, we may still send you non-promotional communications.
10	10	Right to complain: You have the right to file a complaint regarding our processing of your personal data at the relevant supervisory authority under the GDPR.
0	4	You are always welcome to contact us if you have any questions about this Privacy Policy, including for exercising your rights as a data subject
4	4	You can contact us on support@tactilegames.co.uk
