labelpredict	labelreal	review
0	0	If you wish to ¡°opt out??of targeted advertising, please check the privacy settings of your mobile device and select ¡°limit ad tracking??(Apple iOS) or ¡°opt-out of interest based ads??(Android)
0	0	To review our advertising and social media partners please visit https://vertigogames.co/
0	0	Please note that if you choose to ¡°opt out??it does not mean that you will no longer receive advertising
0	0	It just means that the advertising you see displayed will not be customized to you and your interests and may be less relevant to you.
0	0	The advertisements in our games are provided by third party service providers (not by Vertigo Games) who collect and use your personal information for their own purposes in accordance with their own privacy policies
0	0	Please see the list of these partners and more information at https://vertigogames.co
0	0	Prevent fraud and ensure acceptable use of our services
0	0	To identify, prevent, and investigate fraud and provide a fair, equal and enjoyable game experience to players, we have a legitimate interest to collect and process necessary personal information to
3	0	analyse use of Games and Services and the behaviour of players to detect frauds and other misbehaviour;
0	0	determine accounts or players connected to fraudulent schemes or other misbehaviour;
0	0	monitor and moderate chat discussions and forum posts either automatically or manually; and
0	0	take actions against fraudulent or misbehaving players.
4	0	If you have questions about or need further information concerning the purposes or legal basis on which we collect and use your personal information, please contact us using the contact details provided under the ¡°How to contact us??heading below.
0	0	With whom do we share your personal information with?
0	0	We may disclose your personal information to the following recipients or categories of recipients:
0	0	Advertising and social media partners who provide in-game advertising (including interest-based advertising), tracking and measuring services as well as interaction with social media
0	0	These partners are listed below, and they can use your personal information and other data
0	0	These partners operate under their own privacy policies
0	0	We encourage you to check those privacy policies to learn more about their data collection and use practices, use of advertising identifiers, cookies and other similar tracking technologies
0	0	These partners collect information through our Services and use the information according to their own policies:
0	0	For these purposes, our Services may contain third-party tracking, data collection and analytics tools of our partners
0	0	Such third parties may use advertising identifiers, cookies, APIs, and SDKs in our Services to enable them to collect and analyse user and device related data and information
0	1	These third-parties may have access to, collect and use data and information about you, such as your device identifier, advertising identifiers, MAC address, IMEI, coarse geo-location information, IP address, application usage, access and session times, applications present on the device or in use at a particular time on the device, and your viewing of and interactions with advertising.
0	0	Our services providers and partners who process your information only on our behalf and according to our instructions
0	0	These partners provide data processing services to us, for example, to provide (i) data hosting, (ii) player support, (iii) analytics for Games and Services as well as (iv) development and maintenance
0	0	A complete list of our third parties can be found at https://vertigogames.co to any competent law enforcement body, regulatory, government agency, court or other third party where we believe disclosure is necessary (i) as a matter of applicable law or regulation, (ii) to exercise, establish or defend our legal rights, or (iii) to protect your vital interests or those of any other person; to a potential or actual buyer (and its agents and advisers) in connection with any proposed or actual purchase, merger or acquisition of any part of our business, provided that we inform the buyer it must use your personal information only for the purposes disclosed in this Privacy Notice; to any other person with your consent to the disclosure.
3	0	To provide our Games and interest-based advertising, we use advertising identifiers, cookies and similar technologies
0	0	This section describes our use of these technologies and how you can manage your preferences.
0	0	Advertising identifiers, cookies and similar technologies are used by us to provide our Services to you and in order to collect data from your device
0	0	These technologies allow us and our third-party advertising partners to (i) recognise you and your device; (ii) provide interest-based advertising to you; (iii) allow our Services to interact with a third party social network or platform (where you have chosen to allow such interaction); (iv) allow our payment processors to process your payment instructions; and (v) enable us and third parties to provide you with more customized services, for example to provide our Services in the correct language (subject to availability).
0	0	Advertising identifiers are non-permanent, non-personal identifiers such as the Android advertising ID and/or Apple¡¯s ID for advertising (IDFA), which are uniquely associated with your device
0	0	Similar technologies include cookies on Websites and tracking pixels within ads
0	0	These technologies allow companies (including marketers and advertisers) to recognise your device when you use websites and applications.
0	0	If you wish to prevent your device¡¯s advertising identifier being used for interest-based advertising, please check the privacy settings of your mobile device and select ¡°limit ad tracking??(Apple iOS) or ¡°opt-out of interest-based ads??(Android)
0	0	You can also choose to reset your device¡¯s ad identifier from the device settings
0	0	In a similar way, you can also disable cookies from your browser¡¯s settings if you do not want to be tracked by websites
0	0	This Privacy Notice does not apply to, and we are not responsible for the data collection practices of these third-party advertisers
0	0	Please see more information about these partners under the ¡°With whom do we share your personal information??heading above
0	0	You may also see our own advertisements in other games and services
0	0	If you click such advertisements and install our Game(s), we may share a device identifier with our partners to verify installs.
0	0	How do we keep your personal information secure?
3	0	We use appropriate technical and organisational measures designed to protect the personal information that we collect and process about you
0	0	The measures we use are designed to provide a level of security appropriate to the risk of processing your personal information
0	0	Specific measures we use include that only those of our employees, who on behalf of their work are entitled to process personal information, are entitled to use a system containing personal information
0	0	Each user has a personal username and password to the system
0	0	The information is collected into databases that are protected by firewalls, passwords and other technical measures
0	0	The databases and the backup copies are in locked premises and can be accessed only by certain pre-designated persons
0	0	We also aim to minimize the personal information that we process, for example, our Games do not require you to register an account with your name and other details
0	0	Moreover, we use only advertiser identifiers and other more technical information to recognize players.
0	0	Your personal information may be transferred to, and processed in, countries other than the country in which you are resident
0	0	These countries may have data protection laws that are different to the laws of your country.
0	0	Specifically, our servers are managed by Photon (look at https://dashboard.photonengine.com/en/Account/PrivacyAndCookiePolicy) , and our third-party service providers and partners operate around the world
0	0	This means that when we collect your personal information we may process it in any of these countries.
0	0	However, we have taken appropriate safeguards to require that your personal information will remain protected in accordance with this Privacy Notice
0	0	These include implementing the European Commission¡¯s Standard Contractual Clauses or other similar arrangements (such as the Privacy Shield certification regarding transfers to United States) for transfers of personal information between us and our third-party service providers and partners located outside the European Union or European Economic Area.
1	2	We retain personal information we collect from you where we have an ongoing legitimate business need to do so (for example, to provide you with a service you have requested or to comply with applicable legal, tax or accounting requirements).
0	0	When we have no ongoing legitimate business need to process your personal information, we will either delete or anonymise it or, if this is not possible (for example, because your personal information has been stored in backup archives), then we will securely store your personal information and isolate it from any further processing until deletion is possible.
0	0	We are always ready to help you with all matters related to your personal information processed in our Games or Services
4	0	You can always contact us by using the contact details provided under the ¡°How to contact us??heading below.
0	0	You have the following data protection rights:
6	6	If you wish to access, correct, update or request deletion of your personal information, you can do so at any time by contacting us using the contact details provided under the ¡°How to contact us??heading below.
8	8	In addition, you can object to processing of your personal information, ask us to restrict processing of your personal information or request portability of your personal information.
4	0	 Again, you can exercise these rights by contacting us using the contact details provided under the ¡°How to contact us??heading below.
0	0	You have the right to opt-out of marketing communications we send you at any time
0	0	You can exercise this right by clicking on the ¡°unsubscribe??or ¡°opt-out??link in the marketing e-mails we send you
0	4	To opt-out of other forms of marketing (such as postal marketing or telemarketing), then please contact us using the contact details provided under the ¡°How to contact us??heading below.
0	8	Similarly, if we have collected and process your personal information with your consent, then you can withdraw your consent at any time.
0	0	 Withdrawing your consent will not affect the lawfulness of any processing we conducted prior to your withdrawal, nor will it affect processing of your personal information conducted in reliance on lawful processing grounds other than consent.
10	10	You have the right to complain to a data protection authority about our collection and use of your personal information.
0	0	 For more information, please contact your local data protection authority.
0	0	We respond to all requests we receive from individuals wishing to exercise their data protection rights in accordance with applicable data protection laws.
0	0	We may update this Privacy Notice from time to time in response to changing legal, technical or business developments
0	0	When we update our Privacy Notice, we will take appropriate measures to inform you, consistent with the significance of the changes we make
0	0	We will obtain your consent to any material Privacy Notice changes if and where this is required by applicable data protection laws.
0	0	You can see when this Privacy Notice was last updated by checking the ¡°last updated??date displayed at the top of this Privacy Notice.
0	0	We comply with all applicable laws that are designed to protect children¡¯s privacy, such as the GDPR and the Children¡¯s Online Privacy Protection Act (¡°COPPA??.
0	0	Our Games are not intended to children under 16 years of age, therefore no one under 16 years of age is allowed to use or access the Games or provide any personal information to us
0	0	We do not knowingly collect or solicit personal information from or direct or target behaviorally targeted advertising to anyone under 16 years of age or knowingly allow such persons to use or access our Games
0	0	If you are under 16 years of age, please do not send any information about yourself to us including your name, address, telephone number, or email address.
0	0	If we learn that we have collected personal information from a child under age 16, we will delete that information as quickly as possible
4	4	If you believe that we might have any information from or about a child under the age of 16, please contact us using the contact details provided under the ¡°How to contact us??heading below.
0	0	If we learn that we have inadvertently gathered personal information from children under 16 years of age, we will dispose of that information, or otherwise treat it in accordance with COPPA and other applicable laws and regulations
4	4	If you are a parent or guardian and you believe that your child under 16 years of age has provided us with personal information, please contact us using the contact details provided under the ¡°How to contact us??heading below.
0	0	How to contact us?
0	4	The data controller is Vertigo Games, Sepapaja 6, Tallinn 15551, Estonia, Registry code: 14340159
4	4	Should you have any questions regarding this Privacy Notice or the processing of your personal information, please contact us at support@vertigogames.co.
6	0	To restrict the use of your personal data, to remove, correct or access it, please contact us.
0	0	Please note that removing your personal data will also remove the social media link that grants you access to your account
0	0	After your data is removed, your account will no longer be accessible or recoverable for use.
0	0	How do I become a good game developer?
0	0	We VMate team recognize that privacy is significant
0	0	This Privacy Policy (Policy) applies to your use of the VMate team applications on all platforms (the Application or Applications), the related services we provide (Services) and the Site.
3	3	In order to improve user experience and provide better service to our users, we will gather some information about the device you are using under the premise of appropriate protection of your privacy
0	0	VMate team ( us or we) has created this Privacy Policy to explain how this information will be collected and what do we use it for.
0	0	This Policy covers our collection, use and disclosure of your information through the Applications, the Services and the Site
0	0	It does not cover any collection, use or disclosure by third parties through any applications, Web sites, products or services that we do not control or own, such as Facebook, or any third party features or services made available via an Application, the Services or the Site
0	0	All trademarks, trade names, and logos of third parties featured on the Applications or the Site belong to their respective owners.
0	0	We do not collect Personal Information
0	0	Personal Information is information that identifies you or another person, which may be transmitted or received when you use an Application, the Services and/or the Site
1	0	Personal Information includes your geographic location information, names, email addresses, telephone, fax, information stored within your Device and other information you transmit or receive using an Application, the Service and/ or the Site which identifies you or another person.
1	0	We collect some non-personal identification information about Users when they interact with our apps
0	0	Non-personal identification information includes, but not limited to: IMEI, Model, Manufacturer, Android ID, MAC address, Network status
0	0	Session and Usage Data is information about your use of an Application, the Services and/or the Site and includes, without limitation, connection and service-related data submitted to us through your use of an Application, the Services or the Site
0	0	Session and Usage Data includes information relating to the connection request, server communication and data sharing, including network measurements, quality of service, and date, time
0	0	We also may aggregate Session and Usage data as described in Aggregate Information below
0	0	Please note that Session and Usage Data does not include any Personal Information nor does it include Content you may transmit or share through the use of an Application (such as photos, contacts, calendar appointments, etc.), the Services, or the Site.
1	0	When you interact with us or use an Application, the Services or our Site, our systems may automatically collect your unique User Device number, the IP address, type of operating system you use, and the dates and times of your use (Log Data)
0	0	1.5 Aggregate Information.Aggregate Information is data we collect about a group or category of services or Users from which individual User identities have been removed
3	0	In other words, information on how you use the Applications, the Services and the Site may be collected and combined with information about how others use the Applications, the Services and the Site, but no personally identifiable information will be included in the resulting Aggregate Information
0	0	Aggregate Information helps us understand trends in our Users needs so that we can better consider new features or otherwise tailor the Applications, the Services and the Site.
0	0	2.1 Personal Information - since we do not collect Personal Information, we may not use your personal information in any way.
0	0	We may use Non-Personal Information for any purpose as below:
0	0	2.2.1 To improve user experience - We may use your Non-Personal Information to understand demographics, customer interest, and other trends among our Users;
0	0	2.2.2 To provide better service to users - We may use Non-Personal Information to provide, maintain, improve and modify the Applications, Services and the Site and develop new services;
3	3	In general, we use Session and Usage Data internally to serve our Users and enable them to take maximum advantage of the Applications, the Services and the Site
0	0	We do NOT store Personal Information and therefore we do not disclose your Personal Information.
0	0	We may disclose Non-Personal Information to our trusted partners who shall comply with this privacy policy and the relevant privacy laws
0	0	We do not combine Non-Personal Information with Personal Information (such as combining your name with your unique User Device number).
0	0	We may provide links to third-party Web sites, such as Facebook, as a service to our Users
0	0	The Site may also carry advertisements from other companies
0	0	When you click on links of third parties in an Application, the Services or the Site, you may leave the Application, the Services or the Site
0	0	We do not collect your information on and through and This Policy does not address, and we are not responsible for, the privacy practices of Web sites operated by third parties, whether they are linked to or otherwise accessible from an Application, the Services or the Site
0	0	The inclusion of a link or accessibility of third party Websites does not imply endorsement of such third party Website by us.
0	0	We cannot control the actions of other Users with whom you share your information
3	0	We cannot, and do not, control the information you share with other Users using an Application, the Services or the Site (including via Forums) or how such other Users will use or share such information
0	0	We are not responsible for third party circumvention of our security measures.
0	0	VMate team is very concerned about safeguarding the confidentiality of your information
0	0	We do not collect Personal Information, and we employ administrative, physical and electronic measures designed to protect your Non-Personal Information from unauthorized access and use.
0	0	 Please be aware that no security measures that we take to protect your information is absolutely guaranteed to avoid unauthorized access or use of your Non-Personal Information which is impenetrable.
0	0	Your Personal Information may be stored and processed in any country where we have facilities, and by using an Application, the Services or the Site you consent to the transfer of your Personal Information to countries, including the United States, which may be outside of your country of residence and may provide for different and less stringent data protection rules than in your country
8	0	If you object to your Personal Information being transferred or used as described in this Policy, please do not use any Application, the Services or the Site and immediately delete allApplications from your User Devices.
0	0	California Civil Code Section 1798.83 permits user who are California residents to request certain information regarding disclosure of Personal Information to third parties for their direct marketing purposes
4	0	If you would like more information with respect to your privacy rights under California law, you may contact us at the contact point below
6	0	Please reference your request as CaIifornia Disclosure Information.
0	0	We ask that you not send us, and you not disclose, any sensitive Personal Information (e.g., information related to racial or ethnic origin, political opinions, religion or other beliefs, health, sexual orientation, criminal background or membership in past organizations, including trade union memberships) on or through an Application, the Services or the Site or otherwise to us.
0	0	The information we collect as above(e.g
0	0	section 1) is on a voluntary basis
0	0	If you do not agree to the Privacy Policy, you should not use any of the VMate Services.
4	4	If you have any questions or comments about this Policy or our privacy practices, or to report any violations of the Policy or abuse of an Application, the Services or the Site, please contact us at VMateofficial@gmail.com.
0	0	Users may not assign or transfer this Agreement without obtaining VMate's prior written consent, and any purported assignment or transfer in violation of this Section 12 will be null and void
0	0	VMate may update the terms of this Agreement if and when Users install and update or upgrade to the Software and/or Services
0	0	Users will be responsible for all of Users' access and data charges from Users' Internet service provider or mobile operator.
0	0	If you do not agree to any modifications to this Policy, your sole recourse is to immediately stop all use of all Applications, the Services and the Site
0	0	Your continued use of any Application, the Services or the Site following the posting of any modifications to this Policy will constitute your acceptance of the revised Policy
0	0	Please note that none of our employees or agents has the authority to vary any of our Policies.
