labelpredict	labelreal	review
3	0	TapBlaze may use tools or third party analytical software to automatically collect and use certain non-personal data that does not directly enable TapBlaze to identify you
3	0	The types of non-personal data TapBlaze may collect and use include, but are not limited to: (i) device properties; (ii) device software platform and firmware; (iii) mobile phone carrier; (iv) geographical data; (v) game score and achievements; (vi) other non-personal data as reasonably required by TapBlaze to enhance the Services and other TapBlaze products and services.
3	0	TapBlaze may use and disclose to TapBlaze¡¯s partners and contractors the collected non-personal data for purposes of analyzing usage of the Services, advertisement serving, managing and providing the Services and to further develop the Services and other TapBlaze services and products.
0	0	You recognize and agree that the analytics companies utilized by TapBlaze may combine the information collected with other information they have independently collected from other services or products relating to your activities
0	0	These companies collect and use information under their own privacy policies.
3	0	For purposes of this Privacy Policy, ¡°personal data¡±??means personally identifiable information that specifically identifies you as an individual.
0	1	Likely situations when you make personal data available to TapBlaze include, but are not limited to: (i) registration for Services, contests and special events; (ii) accessing Services using a third party ID, such as social networking sites or gaming services; (iii) subscribing to newsletters; (iv) purchasing a product or services through TapBlaze¡¯s online stores; (v) using ¡°tell a friend,¡±??¡°email this page,??or other similar features; (vi) requesting technical support; and (vii) otherwise through use of TapBlaze Services where personal data is required for use and/or participation.
0	0	The types of personal data may vary depending on the type of activity you are engaged in
1	1	The personal data TapBlaze may collect, process and use may include, but are not limited to your name, screen/nick name, TapBlaze Services or third party service ID, e-mail address, phone number, photo or other image, birthdate, sex, address, friend connections, avatar image, credit card information, shipping information; and location (only if directly identifiable to you, otherwise TapBlaze treats location as non-personal data).
3	3	TapBlaze may use collected personal data for purposes of analyzing usage of the Services, providing customer and technical support, managing and providing Services (including managing advertisement serving) and to further develop the Services and other TapBlaze services and products
0	3	TapBlaze may combine non-personal data with personal data.
3	3	TapBlaze may use your personal data to send messages to you with informative and/or commercial content about TapBlaze¡¯s services or third party products and services TapBlaze thinks may be of interest to you, such as new features and services, special offers and updated information.
0	0	Please note that certain features of the Services may be able to connect to your social networking sites to obtain additional information about you
0	1	In such cases, TapBlaze may be able to collect certain information from your social networking profile when your social networking site permits it, and when you consent to allow your social networking site to make that information available to TapBlaze
1	1	This information may include, but is not limited to, your name, profile picture, gender, user ID, email address, your country, your language, your time zone, the organizations and links on your profile page, the names and profile pictures of your social networking site ¡°friends¡±??and other information you have included in your social networking site profile
0	0	TapBlaze may associate and/or combine as well as use information collected by TapBlaze and/or obtained through such social networking sites in accordance with this Privacy Policy.
0	0	Please note that all Kids Apps from TapBlaze that feature in-game advertising only allow for contextual advertising
0	0	The third party ad networks which may display advertisements in our ¡°Kids Apps??are as follows:
0	0	Mobile games and applications which are not directed to children under the age of thirteen (13) (General Apps) may display advertisements, in various formats (such as banners, interstitials, rewarded videos, etc.) from third party ad networks
0	0	Please note that if you click on any of these advertisements, the advertisers may use cookies and other web-tracking technologies to collect data regarding advertisement performance, your interaction with such ads and your interests (which may include, non-personal and/or personal information (such as, device and network information, unique identifiers, gender, age and geo-location) in order to serve you advertisements and for the legitimate business interests of such third party ad networks
0	0	We recommend that you review the terms of use and privacy policy of any 3rd party advertisers with whom you are interacting before doing so
0	0	Their privacy policy, not ours, will apply to any of those interactions
0	0	The third party ad networks which may display advertisements in our ¡°General Apps??are as follows:
0	0	TapBlaze collects and processes personal data on a voluntary basis and it is not in the business of selling your personal data to third parties
0	0	Personal data may, however, occasionally be disclosed in accordance with applicable legislation and this Privacy Policy
0	0	Additionally, TapBlaze may disclose personal data to its parent companies and its subsidiaries in accordance with this Privacy Policy.
0	0	TapBlaze may hire agents and contractors to collect and process personal data on TapBlaze¡¯s behalf and in such cases such agents and contractors will be instructed to comply with our Privacy Policy and to use personal data only for the purposes for which the third party has been engaged by TapBlaze
0	0	These agents and contractors may not use your personal data for their own marketing purposes
0	0	TapBlaze may use third party service providers such as credit card processors, e-mail service providers, shipping agents, data analyzers and business intelligence providers
0	0	TapBlaze has the right to share your personal data as necessary for the aforementioned third parties to provide their services for TapBlaze
0	0	TapBlaze is not liable for the acts and omissions of these third parties, except as provided by mandatory law.
0	0	TapBlaze may disclose your personal data to third parties as required by law enforcement or other government officials in connection with an investigation of fraud, intellectual property infringements, or other activity that is illegal or may expose you or TapBlaze to legal liability
0	0	TapBlaze may also disclose your personal data to third parties when TapBlaze has a reason to believe that a disclosure is necessary to address potential or actual injury or interference with TapBlaze¡¯s rights, property, operations, users or others who may be harmed or may suffer loss or damage, or TapBlaze believes that such disclosure is necessary to protect TapBlaze¡¯s rights, combat fraud and/or comply with a judicial proceeding, court order, or legal process served on TapBlaze.
0	0	When you use or connect to a TapBlaze website or download a TapBlaze mobile application by or through a Third Party Platform¡ªincluding Facebook¡ªyou allow us to access and/or collect certain information from your Third Party Platform profile/account
0	0	You additionally allow us to access information contained in cookies placed on your device by the Third Party Platform as permitted by the terms of your agreement and privacy settings with the Third Party Platform
0	0	We may share this information with the Third Party Platform for their use as permitted by the terms of your agreement and privacy settings with the Third Party Platform.
0	0	We will share some of the information we collect from you with vendors and other service providers who work with us to support the internal operations of our website and/or mobile application
0	0	For example, we use a third-party service for ad tracking and to help us prepare website and mobile application analytics.
0	0	Our third-party ad tracking and analytics company never sends emails, notifications, or other communications to our end users
0	0	If you would like to opt out of third-party ad tracking and analytics, please visit here
0	0	Your choice to opt out of ad tracking and analytics services does not limit our ability to email you or collect other information.
0	0	Your Tracking Options and California Do Not Track Disclosures
0	7	You may adjust your browser or operating system settings to limit certain tracking through cookies or other identifiers or to decline cookies
0	0	Check the ¡°Help??menu of your browser or operating system to learn how to adjust your tracking settings or cookie preferences
0	0	Note that our system may not recognize Do Not Track (DNT) headers or requests from some or all browsers.
0	0	Upon request, TapBlaze will provide you with information about whether we hold any of your Personal Information
6	6	You can update or correct Personal Information (e.g., your email address) by accessing your account
6	6	You can also access or rectify your information by reaching out to us at support@tapblaze.com.
6	6	You can delete your information by sending an email to privacy@tapblaze.com with your first name, last name, and the respective email addresses you would like for us to delete.
0	10	We reserve the right to disclose your personally identifiable information as required by law and when we believe that disclosure is necessary to protect our rights and/or to comply with a judicial proceeding, court order or legal process served on our website.
0	4	How to Contact Us
4	4	If you have any questions or concerns regarding this privacy policy, or you wish to contact us, you may do so here or at the following address:
0	0	IF YOU ARE UNDER THE AGE OF 13, PLEASE DO NOT PROVIDE ANY PERSONAL INFORMATION TO TAPBLAZE
0	0	This privacy policy was last updated on May 23rd, 2018.
0	0	TapBlaze is founded by three brothers from Queens, NY
0	0	We always had childhood dreams of teaming up together one day to build an enduring game company
0	0	Although each of us have had ups and downs in our journeys in life, we had each other and the common uplifting experience of games.
