labelpredict	labelreal	review
0	0	However, except in relation to Consent Withdrawal, we may charge a reasonable fee if your request is clearly unfounded, repetitive or excessive, or, we may refuse to comply with your request in these circumstances.
0	0	We may need to request specific information from you to help us confirm your identity and ensure your right to access your Personal Data (or to exercise any of your other rights)
0	0	This is a security measure to ensure that Personal Data is not disclosed to any person who has no right to receive it
0	0	We may also contact you to ask you for further information in relation to your request to speed up our response.
0	0	We try to respond to all legitimate requests within one month
0	0	Occasionally it may take us longer than a month if your request is particularly complex or you have made a number of requests
0	0	In this case, we will notify you and keep you updated.
4	10	If you would like to make a complaint regarding this Privacy Policy or our practices in relation to your Personal Data, please contact us at: privacy@yodo1.com.
0	0	We will reply to your complaint as soon as we can.
4	0	If you feel that your complaint has not been adequately resolved, please note that the GDPR gives you the right to contact your local data protection supervisory authority
0	0	You can find your data protection regulator here .
3	1	    What Personal Data we collect.
0	1	All the Personal Data we collect, both from you and from third parties about you, is outlined in the table below.
0	0	Before you read that table, it might be useful to explain what ¡°Personal Data??is
0	0	The GDPR definition of Personal Data can be found here 
0	0	Essentially, it boils down to: information about an individual, from which that individual is either directly identified or can be identified.
0	0	It does not include ¡®anonymous data??(i.e., information where the identity of individual has been permanently removed).
0	0	However, it does include ¡®indirect identifiers??or ¡®pseudonymous data??(i.e., information which alone doesn¡¯t identify an individual but, when combined with certain additional and reasonably accessible information, could be attributed to a particular person).
1	0	Identity Data Depending on the game you download, this may include your first name, surname, last name, username, Game Centre ID, social network ID such as Google+ (if you sign up that way), or similar identifier, title, age and gender.
0	0	Transaction Data Any details about payments to and from you and other details of subscriptions and services you have purchased from us (including in-game purchases)
0	0	Data in respect of your transactions with third parties, including payments [in relation to the Yodo1 games] made through the app store
0	0	This does not include your bank account or payment card details.
0	0	Behavioural Data Inferred or assumed information relating to your behaviour and interests, based on your online (including in-game) activity
0	0	This is most often collated and grouped into ¡°segments??
0	0	Technical Data Internet protocol (IP) address, your login data , app ID and version , browser type and version, timestamp, time zone setting and location, browser plug-in types and versions, operating system and platform and other technology on the devices you use to access this website or use our services.
0	0	User Content Data Any Personal Data that you post on our Site in user-generated information and content, including in text, photos, videos, private chats, and feedback.
0	1	We also collect, use and share ??Aggregated Data ??such as statistical or demographic data for any purpose
0	0	Aggregated Data may be derived from your Personal Data, but once in aggregated form it will not constitute considered Personal Data for the purposes of the GDPR as this data does not directly or indirectly reveal your identity
0	0	For example, we may aggregate your Behavioural Data and Technical Data to calculate the percentage of users accessing a specific Site feature
0	0	However, if we combine or connect Aggregated Data with your Personal Data so that it can directly or indirectly identify you, we treat the combined data as Personal Data which will be used in accordance with this Privacy Policy.
0	0	We do not collect any ??Special Categories of Personal Data ??about you (this includes details about your race or ethnicity, religious or philosophical beliefs, sex life, sexual orientation, political opinions, trade union membership, information about your health and genetic and biometric data)
0	0	Nor do we collect any information about criminal convictions and offences.
3	3	    How we use your Personal Data and why.
2	0	We will only use your Personal Data for the purposes for which we collected it as listed below, unless we reasonably consider that we need to use it for another reason and that reason is compatible with the original purpose.
0	0	If we need to use your Personal Data for an unrelated purpose, we will update this Privacy Policy and we will explain the legal basis which allows us to do so.
0	0	What is our ¡°legal basis??for processing your Personal Data?
0	0	In respect of each of the purposes for which we use your Personal Data, the GDPR requires us to ensure that we have a ¡°legal basis??for that use
0	0	Most commonly, we will rely on one of the following legal bases:
0	0	Where we need to perform a contract we are about to enter into or have entered into with you (??Contractual Necessity ??.
0	0	Where it is necessary for our legitimate interests and your interests and fundamental rights do not override those interests (??Legitimate Interests ??
0	0	More detail about the specific legitimate interests pursued in respect of each Purpose we use your Personal Data for is set out in the table below.
0	0	Where we need to comply with a legal or regulatory obligation (??Compliance with Law ??.
0	0	Where we have your specific consent to carry out the processing for the Purpose in question (??Consent ??.
0	0	Generally we do not rely on your Consent as a legal basis for using your Personal Data.
0	0	We have set out below, in a table format, the legal bases we rely on in respect of the relevant Purposes for which we use your Personal Data.
0	0	Purpose Category(ies) of Personal Data involved Why do we do this Our legal basis for this use of data
0	0	To register you as a new customer
0	0	To allow you to interact with other users of our Sites
3	0	To keep improving our Sites, games, our services and associated systems.
0	0	We have a legitimate interest in improving, and ensuring the proper operation of, our services, Sites and associated IT services and networks.
3	0	To process and deliver your orders including manage in-game purchases.
3	0	To keep our website, our services and associated systems operational and secure.
0	0	We have a legitimate interest in ensuring the ongoing security and proper operation of our services, website and associated IT services and networks.
0	0	Troubleshooting Technical Data To track issues that might be occurring on our systems.
0	0	It is in our legitimate interests that we are able to monitor and ensure the proper operation of our Sites and associated systems and services.
0	0	    What happens when you do not provide necessary Personal Data?
0	0	Where we need to process your Personal Data either to comply with law, or to perform the terms of a contract we have with you and you fail to provide that data when requested, we may not be able to perform the contract we have or are trying to enter into with you (for example, to provide you with the functionalities of the Site).
0	0	In this case, we may have to stop you using our Site.
3	0	In addition to the Personal Data that we collect directly from you (as described in the section immediately above this one), we also collect certain of your Personal Data from third party sources
0	0	These sources are broken down in the table below, together with a description of whether they are publicly available or not.
0	0	Third party data source Publicly available? Category(ies) or other types of personal data received.
0	0	Social Media sites Yes
0	0	Analytics Providers No
0	0	Game Developers ??where you did not download the game from the Yodo1 Sites No
0	0	    How we use cookies & other tracking or profiling technologies.
0	0	What are cookies?
0	0	We may collect information using ¡°cookies??
0	0	Cookies are small data files stored on the hard drive of your computer or mobile device by a website
0	0	We may use both session cookies (which expire once you close your web browser) and persistent cookies (which stay on your computer or mobile device until you delete them) to provide you with a more personal and interactive experience on our Site.
3	0	We use two broad categories of cookies:
0	0	first party cookies, served directly by us to your computer or mobile device; and
0	0	third party cookies, which are served by our partners or service providers on our Site.
3	0	Cookies we use.
0	0	Our Site uses the following types of cookies and other tracking technologies for the purposes set out below:
0	0	Essential Cookies These cookies are essential to provide you with services available through our Site and to enable you to use some of its features
0	0	Without these cookies, the services that you have asked for cannot be provided, and we only use these cookies to provide you with those services.
0	0	Functionality Cookies These cookies allow our Site to remember choices you make when you use our Site, such as remembering your language preferences, remembering your login details and remembering the changes you make to other parts of our Site which you can customise
0	0	The purpose of these cookies is to provide you with a more personal experience and to avoid you having to re-enter your preferences every time you visit our Site.
0	0	These cookies are used to collect information about traffic to our Site and how users use our Site
0	0	The information gathered via these cookies does not ¡°directly??identify any individual visitor
0	0	However, it may render such visitors ¡°indirectly identifiable??
0	0	This is because the information collected is typically linked to a pseudonymous identifier associated with the device you use to access our Site
0	0	The information collected is aggregated and anonymous
0	0	It includes the number of visitors to our Site, the websites that referred them to our Site, the pages they visited on our Site, what time of day they visited our Site, whether they have visited our Site before, and other similar information
3	0	We use this information to help operate our Site more efficiently, to gather broad demographic information and to monitor the level of activity on our Site.We use Google Analytics for this purpose
0	0	Google Analytics uses its own cookies
3	0	It is only used to improve how our Site works.You can find out more information about Google Analytics cookies here.
0	0	You can find out more about how Google protects your data here.
3	0	We also use Baidu Tongji for this purpose.
0	0	You can find out more information about how Baidu Tongji cookies here .
0	0	You can find out more about how Baidu Tongji protects your data here 
0	4	For more information on our use of the Baidu Tongii services, please contact us here.
0	0	Targeted and advertising technologies These tracking technologies track your browsing habits to enable us to show advertising which is more likely to be of interest to you
3	0	They use information about your browsing history to group you with other users who have similar interests
0	0	Based on that information, and with our permission, third party advertisers can place cookies and/or similar technologies to enable them to show adverts which we think will be relevant to your interests while you are on third party websites or mobile applications 
0	0	See ¡°Mobile Advertising Identifiers??below, for further information on the targeted and advertising technologies we use on your mobile applications .
0	0	Social Media Cookies These cookies are used when you share information using a social media sharing button or ¡°like??button on our Site or you link your account or engage with our content on or through a social networking website such as Facebook, Twitter or Google+
0	0	The social network will record that you have done this.
0	0	You can typically remove or reject cookies via your browser settings
0	0	In order to do this, follow the instructions provided by your browser (usually located within the ¡°settings?? ¡°help??¡°tools??or ¡°edit??facility)
0	0	 Many browsers are set to accept cookies until you change your settings.
0	0	If you do not accept our cookies, you may experience some inconvenience in your use of our Site
0	0	For example, we may not be able to recognise your computer or mobile device and you may need to log in every time you visit our Site.
0	0	Further information about cookies, including how to see what cookies have been set on your computer or mobile device and how to manage and delete them, visit www.allaboutcookies.org .
0	0	In particular, you can disable cookies which remember your browsing habits and target advertising at you by visiting the Your Online Choices website 
0	0	If you choose to remove targeted or advertising cookies, you will still see adverts but they may not be relevant to you
0	0	Even if you do choose to remove cookies by the companies listed at the above link, not all companies that serve online behavioral advertising are included in this list, and so you may still receive some cookies and tailored adverts from companies that are not listed.
0	0	You can also prevent the use of Google Analytics relating to your use of our Site by downloading and installing the browser plugin available here.
0	0	We may also use localStorage which is a way to store persistent data , such as tracking ID , locally on your web browser (i.e
0	0	information is not transferred to the server) 
0	0	This technology fulfils a similar purpose as cookies, but is more secure and allows the storage of larger amounts of data.
0	0	Clearing Cache and Local Storage:
0	0	We, or third party Ad Networks, may collect, and may associate information with, mobile advertising IDs (such as iOS Advertising Identifiers and Google¡¯s Advertising IDs) on the Sites
0	0	These are unique identifiers (which are resettable) set by the applicable mobile operating system provider (??Mobile Advertising IDs ??.
0	0	Go to ¡¯Settings??
0	0	Scroll down to ??Privacy??
0	0	Scroll down to ??Advertising??
0	0	Shift the ??Limit Ad Tracking ??slider to the right.
0	0	Reset your iOS Advertising Identifier: if at any time you wish to reset your iOS Advertising Identifier, you can do so by replacing the final step with ??Click on ¡®Reset Advertising Identifier ¡¯??
0	0	Go to ¡®Settings??
0	0	Scroll down and click on ¡®Google??
0	0	Scroll down and click on ¡®Ads??
0	0	Shift the ¡®Opt out of Ads Personalisation??slider to the right.
0	0	Reset your Android Advertising ID: if at any time you wish to reset your Android Advertising ID, you can do so by replacing the final step with ??Click on ¡®Reset advertising id ¡¯??
0	0	We provide access to our Sites third party Ad Networks and they will directly collect and process information via the above cookies and other tracking technologies
0	0	This is so Ad Networks can serve you with content that is tailored to your preferences
0	0	Ad Networks are controllers of the Personal Data that is collected in that way (i.e
3	0	they decide of the purposes and means of processing such data, independently of our instructions)
0	0	For more information on such Ad Networks??collection and processing of your Personal Data, please see the relevant Ad Networks??privacy policies
0	0	For ease of reference, we provide here links to such Ad Networks privacy policies:
0	4	For more information on our use of Ad Network services, please contact us here:
0	0	Do Not Track Signals
0	0	Some Internet browsers may be configured to send ¡°Do Not Track??signals to the online services that you visit
0	0	We currently do not respond to do not track signals
0	0	To find out more about ¡°Do Not Track,??please visit the All About DNT website.
0	0	Although we collect information via the various ¡°tracking technologies??referred to above ??we do not engage in ¡®cross-device tracking??.
0	0	This means that we do not link information collected via multiple identifiers across your different devices and browsers to create a consolidated picture of your cross-device online activity or behaviour.
3	0	Game Developers use the Yodo1 services, including to understand how users use their games, how their games perform, and to optimise their revenue
0	0	We may also provide support services to game users, in which case we share data with Game Developers to provide such support
0	0	Ad Networks provide us with advertisement that is tailored to your preferences based on your online behaviour, and Yodo1 sends them data about you to improve their ability to tailor their offering to you
0	0	Our service providers provide us with IT and system administration services.
0	0	Our lawyers, bankers, auditors and insurers provide consultancy, banking, legal, insurance and accounting services.
0	0	Authorities may require reporting of processing activities in certain circumstances
0	0	Although we do not have an establishment within the European Economic Area (??Europe ??, because we target the Site at individuals who are located in Europe, the GDPR (which is a European piece of data protection legislation) applies to us.
0	0	For this reason, we take appropriate steps to ensure that when we process your Personal Data (despite the fact that we are not based in Europe) we do so in accordance with the GDPR.
0	0	In addition, where we transfer your Personal Data to any of the third parties outlined above, we also take appropriate steps to ensure that we have implemented appropriate safeguards to ensure that such protection is maintained and is not undermined as a result of that disclosure.
0	0	    How we keep your Personal Data secure.
0	0	We have put in place appropriate security measures to prevent your Personal Data from being accidentally lost, used or accessed in an unauthorized way, altered or disclosed.
0	0	We limit access to your Personal Data to those employees and other staff who have a business need to have such access
0	0	All such people are subject to a contractual duty of confidentiality.
0	0	We have put in place procedures to deal with any actual or suspected Personal Data breach
0	0	In the event of any such breach, we have systems in place to work with applicable regulators
0	0	In addition, in certain circumstances (e.g., where we are legally required to do so) we may notify you of breaches affecting your Personal Data.
0	2	    How long we store your Personal Data.
2	2	We will only retain your Personal Data for so long as we reasonably need to use it for the purposes set out above here, unless a longer retention period is required by law (for example for regulatory purposes).
0	0	The table below shows our standard retention practices:
0	0	Behavioural Data To the extent there is any Personal Data in Behavioural Data: two months from the date on which we collected or received it
1	0	However, we only store Behavioural Data that constitutesAggregated Data and/or anonymous data, and keep this record forever
0	0	Please refer to our Ad Networks ??privacy policies for further information on how long they keep your Personal Data (if any) ??see Mobile Advertising Identifiers .
0	0	For so long as retention is necessary to fulfil the Purposes/Use for which it is used here.
0	0	For 12 months following the discontinuation of the applicable game, or upon request from the Game Developer (if earlier), unless a longer period is required by law.
0	0	Technical Data Two months from the date on which we collected or received it.
0	0	This Site is not intended for children below 13 and we do not knowingly collect data relating to such children.
0	0	This Site may include links to third-party websites, plug-ins and applications
0	0	Clicking on those links or enabling those connections may allow third parties to collect or share your Personal Data
0	0	We do not control these third-party websites and are not responsible for their privacy statements
0	0	When you leave our Site, we encourage you to read the privacy policy of every site you visit.
4	0	Reach Out via Social
